"","latitude","longitude","seagrass_species","bottomT_p95_C_closest","uo_mean_1.5m_m_s_closest","vo_p90_1.5m_m_s_closest","po4_mean_1.5m_mmol_m3_closest","pH_mean_1.5m_closest","wave_height_VHM0_p95_m_closest","Surf_fgco2_p95_molC_m2_yr_closest","KD_closest","RRS443_closest","sample_ID","carbon_stock_Mg_ha_upper30cm","carbon_stock_Mg_ha_upper100cm"
"1",56.0953,14.7202,"Unspecified",18.0664501190186,-0.00426009856164455,0.0902127176523209,0.141718372702599,8.0845832824707,1.37000000476837,4.66571617126465,1.89279995218385,0.000438000870190081,1,13.9977351371683,49.7405920002866
"2",40.6248,0.658723,"Cymodocea nodosa",27.2870445251465,0.00889141578227282,0.0219733268022537,0.0171096865087748,8.06330108642578,1.28999996185303,1.29115915298462,0.503599987277994,0.00558600085719263,2,13.6497135828493,48.5039063528549
"3",42.42777,27.6516,"Zostera marina and Zostera noltei",23.6665725708008,5.51646517124027e-05,0.00354014709591866,1.40205538272858,8.22227382659912,1.00999999046326,2.71674847602844,0.233599994098768,0.00172800086693314,3,3.74778794168544,13.3176681144634
